,targets_x,targets_y,scores
234,18,0,41.664285738037215
235,18,0,50.91017523674836
236,0,5,50.91017523674836
237,17,8,50.91017523674836
238,1,18,50.91017523674836
239,12,8,50.91017523674836
240,9,18,35.40438882387541
241,1,14,35.40438882387541
242,13,9,35.40438882387541
243,15,15,35.40438882387541
244,1,13,35.40438882387541
245,18,4,42.972840688987
246,0,5,42.972840688987
247,9,16,42.972840688987
248,16,13,42.972840688987
249,13,9,42.972840688987
250,19,19,37.98660197277857
251,12,16,37.98660197277857
252,9,12,37.98660197277857
253,10,12,37.98660197277857
254,5,1,37.98660197277857
255,1,5,56.091908608362886
256,18,17,56.091908608362886
257,8,18,56.091908608362886
258,2,17,56.091908608362886
259,18,10,56.091908608362886
260,10,17,38.92622108991736
261,2,5,38.92622108991736
262,6,16,38.92622108991736
263,19,12,38.92622108991736
264,3,7,38.92622108991736
265,12,16,46.94467530981814
266,0,17,46.94467530981814
267,5,16,46.94467530981814
268,0,5,46.94467530981814
269,10,3,46.94467530981814
270,19,18,29.9176135798223
271,2,17,29.9176135798223
272,16,14,29.9176135798223
273,18,15,29.9176135798223
274,9,13,29.9176135798223
275,12,4,23.148146279792613
276,9,4,23.148146279792613
277,3,0,23.148146279792613
278,11,4,23.148146279792613
279,3,3,23.148146279792613
280,19,16,43.11516355606436
281,4,4,43.11516355606436
282,12,10,43.11516355606436
283,4,17,43.11516355606436
284,10,15,43.11516355606436
285,2,6,41.01191122824696
286,5,4,41.01191122824696
287,0,14,41.01191122824696
288,1,18,41.01191122824696
289,9,18,41.01191122824696
290,10,17,52.0298857127588
291,0,0,52.0298857127588
292,2,17,52.0298857127588
293,18,19,52.0298857127588
294,1,16,52.0298857127588
295,19,6,48.20297072007658
296,19,17,48.20297072007658
297,2,0,48.20297072007658
298,18,13,48.20297072007658
299,6,10,48.20297072007658
300,15,3,35.78496651441919
301,11,12,35.78496651441919
302,7,9,35.78496651441919
303,19,7,35.78496651441919
304,6,18,35.78496651441919
305,13,0,29.87893987451738
306,12,13,29.87893987451738
307,19,7,29.87893987451738
308,16,8,29.87893987451738
309,12,10,29.87893987451738
310,19,0,19.80043573390862
311,16,0,19.80043573390862
312,19,3,19.80043573390862
313,9,3,19.80043573390862
314,8,2,19.80043573390862
315,11,14,39.85714144982459
316,6,4,39.85714144982459
317,8,3,39.85714144982459
318,16,6,39.85714144982459
319,2,3,39.85714144982459
320,7,18,30.38756905970778
321,13,8,30.38756905970778
322,9,16,30.38756905970778
323,8,14,30.38756905970778
324,4,3,30.38756905970778
325,0,5,42.50952465518619
326,12,14,42.50952465518619
327,13,9,42.50952465518619
328,17,12,42.50952465518619
329,13,9,42.50952465518619
330,10,2,45.813084645875506
331,2,17,45.813084645875506
332,10,11,45.813084645875506
333,6,17,45.813084645875506
334,19,2,45.813084645875506
335,9,12,32.863460979854445
336,1,6,32.863460979854445
337,15,7,32.863460979854445
338,5,4,32.863460979854445
339,15,8,32.863460979854445
340,12,4,34.71659816603755
341,2,4,34.71659816603755
342,13,9,34.71659816603755
343,19,7,34.71659816603755
344,17,15,34.71659816603755
345,1,15,48.476413348636676
346,9,18,48.476413348636676
347,2,7,48.476413348636676
348,10,3,48.476413348636676
349,16,3,48.476413348636676
350,5,3,30.948009236527515
351,7,12,30.948009236527515
352,19,1,30.948009236527515
353,1,5,30.948009236527515
354,5,3,30.948009236527515
355,3,4,53.153771191511694
356,19,5,53.153771191511694
357,0,16,53.153771191511694
358,18,14,53.153771191511694
359,19,4,53.153771191511694
360,19,17,27.629608647696017
361,11,5,27.629608647696017
362,17,12,27.629608647696017
363,8,8,27.629608647696017
364,11,15,27.629608647696017
365,13,10,32.968861573993316
366,6,9,32.968861573993316
367,15,14,32.968861573993316
368,2,5,32.968861573993316
369,18,6,32.968861573993316
370,2,6,43.619440285266776
371,1,16,43.619440285266776
372,15,0,43.619440285266776
373,1,17,43.619440285266776
374,0,5,43.619440285266776
375,10,4,25.561132590168757
376,5,4,25.561132590168757
377,11,16,25.561132590168757
378,10,5,25.561132590168757
379,10,13,25.561132590168757
380,10,16,42.95609187360755
381,19,1,42.95609187360755
382,10,13,42.95609187360755
383,19,3,42.95609187360755
384,1,5,42.95609187360755
385,7,4,32.20884436566646
386,3,17,32.20884436566646
387,2,7,32.20884436566646
388,7,4,32.20884436566646
389,7,16,32.20884436566646
390,7,3,35.35275995643179
391,3,4,35.35275995643179
392,17,3,35.35275995643179
393,12,8,35.35275995643179
394,18,12,35.35275995643179
395,2,8,40.136345710166594
396,17,12,40.136345710166594
397,19,16,40.136345710166594
398,1,15,40.136345710166594
399,2,10,40.136345710166594
400,18,7,43.658552576823084
401,0,5,43.658552576823084
402,12,11,43.658552576823084
403,7,16,43.658552576823084
404,2,5,43.658552576823084
405,4,10,32.752766383756736
406,17,14,32.752766383756736
407,18,8,32.752766383756736
408,4,11,32.752766383756736
409,7,17,32.752766383756736
410,8,3,40.74861210486462
411,12,9,40.74861210486462
412,1,15,40.74861210486462
413,9,12,40.74861210486462
414,18,4,40.74861210486462
415,1,5,51.56918116857579
416,15,0,51.56918116857579
417,7,17,51.56918116857579
418,8,3,51.56918116857579
419,2,18,51.56918116857579
420,10,4,33.55615266542146
421,17,0,33.55615266542146
422,3,1,33.55615266542146
423,7,9,33.55615266542146
424,1,4,33.55615266542146
425,13,8,40.74617677026079
426,5,16,40.74617677026079
427,2,3,40.74617677026079
428,10,11,40.74617677026079
429,2,19,40.74617677026079
430,3,16,38.514221980168585
431,3,17,38.514221980168585
432,5,2,38.514221980168585
433,6,9,38.514221980168585
434,14,0,38.514221980168585
435,19,7,42.48310793397194
436,1,14,42.48310793397194
437,18,5,42.48310793397194
438,15,0,42.48310793397194
439,3,8,42.48310793397194
440,4,2,41.28971597060253
441,19,7,41.28971597060253
442,18,5,41.28971597060253
443,8,18,41.28971597060253
444,4,2,41.28971597060253
445,18,13,36.27875910993027
446,12,8,36.27875910993027
447,16,16,36.27875910993027
448,2,5,36.27875910993027
449,12,0,36.27875910993027
450,2,12,56.59777509338833
451,9,0,56.59777509338833
452,19,2,56.59777509338833
453,4,1,56.59777509338833
454,19,15,56.59777509338833
455,8,13,38.016309471157776
456,16,14,38.016309471157776
457,1,4,38.016309471157776
458,11,5,38.016309471157776
459,18,11,38.016309471157776
460,5,2,53.83297578075652
461,19,16,53.83297578075652
462,3,10,53.83297578075652
463,4,18,53.83297578075652
464,19,12,53.83297578075652
465,7,13,38.436951460628464
466,18,5,38.436951460628464
467,2,15,38.436951460628464
468,17,13,38.436951460628464
469,6,11,38.436951460628464
470,19,18,55.80389710072202
471,8,1,55.80389710072202
472,18,7,55.80389710072202
473,9,3,55.80389710072202
474,0,18,55.80389710072202
475,9,16,17.50032957164749
476,19,10,17.50032957164749
477,18,16,17.50032957164749
478,9,16,17.50032957164749
479,11,15,17.50032957164749
480,2,12,38.2326222969729
481,5,12,38.2326222969729
482,19,18,38.2326222969729
483,16,15,38.2326222969729
484,10,19,38.2326222969729
485,11,0,45.6974255948853
486,6,4,45.6974255948853
487,1,13,45.6974255948853
488,18,12,45.6974255948853
489,11,17,45.6974255948853
490,17,6,40.05581216111365
491,9,13,40.05581216111365
492,0,17,40.05581216111365
493,9,18,40.05581216111365
494,18,5,40.05581216111365
495,4,17,45.679173491730545
496,16,13,45.679173491730545
497,9,18,45.679173491730545
498,7,4,45.679173491730545
499,17,0,45.679173491730545
500,10,15,31.676570105139962
501,10,1,31.676570105139962
502,10,4,31.676570105139962
503,12,14,31.676570105139962
504,2,17,31.676570105139962
505,11,14,31.021872146763975
506,17,14,31.021872146763975
507,4,18,31.021872146763975
508,3,11,31.021872146763975
509,10,17,31.021872146763975
510,18,15,50.15318162341949
511,3,16,50.15318162341949
512,3,2,50.15318162341949
513,9,16,50.15318162341949
514,4,9,50.15318162341949
515,7,12,32.06800316017733
516,8,12,32.06800316017733
517,18,13,32.06800316017733
518,14,0,32.06800316017733
519,8,18,32.06800316017733
520,4,1,48.54750588188041
521,8,8,48.54750588188041
522,16,7,48.54750588188041
523,9,19,48.54750588188041
524,11,5,48.54750588188041
525,18,12,37.32314977530994
526,10,10,37.32314977530994
527,10,14,37.32314977530994
528,9,4,37.32314977530994
529,2,1,37.32314977530994
530,8,19,38.541659715201085
531,2,10,38.541659715201085
532,6,18,38.541659715201085
533,13,10,38.541659715201085
534,4,2,38.541659715201085
535,4,0,32.38452621950036
536,3,3,32.38452621950036
537,12,14,32.38452621950036
538,10,5,32.38452621950036
539,15,3,32.38452621950036
540,11,0,43.20778243365024
541,10,1,43.20778243365024
542,3,10,43.20778243365024
543,16,15,43.20778243365024
544,0,4,43.20778243365024
545,6,9,36.3205675312815
546,17,2,36.3205675312815
547,17,7,36.3205675312815
548,3,4,36.3205675312815
549,4,2,36.3205675312815
550,10,16,20.998507052560196
551,9,4,20.998507052560196
552,8,13,20.998507052560196
553,10,1,20.998507052560196
554,10,15,20.998507052560196
555,2,5,49.730594013368176
556,18,17,49.730594013368176
557,5,12,49.730594013368176
558,18,1,49.730594013368176
559,12,8,49.730594013368176
560,16,14,45.56230446562514
561,0,15,45.56230446562514
562,7,4,45.56230446562514
563,6,9,45.56230446562514
564,0,15,45.56230446562514
565,12,16,42.973216193431156
566,2,1,42.973216193431156
567,7,18,42.973216193431156
568,9,12,42.973216193431156
569,18,19,42.973216193431156
570,12,15,36.29413461165558
571,5,16,36.29413461165558
572,0,16,36.29413461165558
573,17,6,36.29413461165558
574,16,7,36.29413461165558
575,18,18,31.079314491918705
576,19,15,31.079314491918705
577,9,12,31.079314491918705
578,16,2,31.079314491918705
579,13,8,31.079314491918705
580,9,2,48.22702080275047
581,9,14,48.22702080275047
582,3,16,48.22702080275047
583,19,1,48.22702080275047
584,1,18,48.22702080275047
585,9,17,36.451339556486055
586,18,3,36.451339556486055
587,17,13,36.451339556486055
588,2,17,36.451339556486055
589,12,11,36.451339556486055
590,18,16,42.1816525393753
591,1,17,42.1816525393753
592,4,11,42.1816525393753
593,2,17,42.1816525393753
594,18,11,42.1816525393753
595,16,14,51.225844359338
596,0,4,51.225844359338
597,17,2,51.225844359338
598,4,12,51.225844359338
599,0,8,51.225844359338
600,6,2,36.11757847917219
601,6,17,36.11757847917219
602,5,2,36.11757847917219
603,9,14,36.11757847917219
604,12,15,36.11757847917219
605,6,16,39.49692168051601
606,7,2,39.49692168051601
607,0,19,39.49692168051601
608,13,9,39.49692168051601
609,10,17,39.49692168051601
610,18,10,37.48086355777738
611,12,0,37.48086355777738
612,8,17,37.48086355777738
613,17,11,37.48086355777738
614,4,2,37.48086355777738
615,3,7,43.105201627014324
616,12,15,43.105201627014324
617,2,16,43.105201627014324
618,17,13,43.105201627014324
619,1,16,43.105201627014324
620,6,2,22.468941981433467
621,6,2,22.468941981433467
622,10,11,22.468941981433467
623,8,2,22.468941981433467
624,19,6,22.468941981433467
625,4,10,42.33577663167549
626,19,4,42.33577663167549
627,3,2,42.33577663167549
628,0,6,42.33577663167549
629,9,1,42.33577663167549
630,7,12,48.746771188321915
631,19,1,48.746771188321915
632,6,17,48.746771188321915
633,3,2,48.746771188321915
634,0,4,48.746771188321915
635,12,13,30.892500009412153
636,10,19,30.892500009412153
637,18,11,30.892500009412153
638,1,17,30.892500009412153
639,17,12,30.892500009412153
640,4,10,31.155046000536004
641,15,15,31.155046000536004
642,2,16,31.155046000536004
643,8,8,31.155046000536004
644,10,18,31.155046000536004
645,7,16,29.035695030687226
646,11,13,29.035695030687226
647,2,14,29.035695030687226
648,17,8,29.035695030687226
649,2,15,29.035695030687226
650,10,10,44.699813283155436
651,18,0,44.699813283155436
652,3,2,44.699813283155436
653,9,19,44.699813283155436
654,17,14,44.699813283155436
655,2,3,42.564774772135614
656,3,4,42.564774772135614
657,10,12,42.564774772135614
658,11,0,42.564774772135614
659,19,17,42.564774772135614
660,3,1,45.317535953051916
661,19,8,45.317535953051916
662,19,5,45.317535953051916
663,0,8,45.317535953051916
664,16,3,45.317535953051916
665,9,1,42.77383544681201
666,10,11,42.77383544681201
667,0,14,42.77383544681201
668,2,19,42.77383544681201
669,6,2,42.77383544681201
670,8,14,31.945653965855648
671,3,10,31.945653965855648
672,12,4,31.945653965855648
673,16,7,31.945653965855648
674,4,10,31.945653965855648
675,10,5,30.713839900197467
676,5,4,30.713839900197467
677,7,2,30.713839900197467
678,5,1,30.713839900197467
679,10,17,30.713839900197467
680,17,14,46.959601727986914
681,7,18,46.959601727986914
682,3,2,46.959601727986914
683,2,14,46.959601727986914
684,8,16,46.959601727986914
685,8,4,41.215509952366276
686,16,0,41.215509952366276
687,4,17,41.215509952366276
688,17,12,41.215509952366276
689,15,8,41.215509952366276
690,11,9,33.22464100152234
691,3,2,33.22464100152234
692,7,2,33.22464100152234
693,1,14,33.22464100152234
694,9,13,33.22464100152234
695,16,13,40.84063877722682
696,11,4,40.84063877722682
697,19,19,40.84063877722682
698,2,0,40.84063877722682
699,10,17,40.84063877722682
700,11,3,44.18831727864972
701,3,0,44.18831727864972
702,15,7,44.18831727864972
703,2,17,44.18831727864972
704,4,17,44.18831727864972
705,17,4,42.235030977089686
706,5,2,42.235030977089686
707,15,3,42.235030977089686
708,0,0,42.235030977089686
709,4,9,42.235030977089686
710,18,4,38.79366166755923
711,16,15,38.79366166755923
712,5,17,38.79366166755923
713,17,15,38.79366166755923
714,10,4,38.79366166755923
715,11,4,33.34560225618508
716,17,11,33.34560225618508
717,2,4,33.34560225618508
718,5,12,33.34560225618508
719,11,9,33.34560225618508
720,8,4,26.54109648362809
721,5,11,26.54109648362809
722,19,8,26.54109648362809
723,16,4,26.54109648362809
724,9,4,26.54109648362809
725,17,11,41.8197086718914
726,6,3,41.8197086718914
727,10,0,41.8197086718914
728,2,14,41.8197086718914
729,16,6,41.8197086718914
730,4,17,47.51633396309702
731,8,3,47.51633396309702
732,8,1,47.51633396309702
733,11,13,47.51633396309702
734,19,15,47.51633396309702
735,10,17,50.41714222293518
736,3,11,50.41714222293518
737,0,8,50.41714222293518
738,5,3,50.41714222293518
739,18,3,50.41714222293518
740,11,4,38.8426515470306
741,16,13,38.8426515470306
742,17,13,38.8426515470306
743,3,11,38.8426515470306
744,6,16,38.8426515470306
745,4,1,43.333656624401854
746,16,14,43.333656624401854
747,1,6,43.333656624401854
748,9,13,43.333656624401854
749,7,12,43.333656624401854
750,3,7,37.20148640741674
751,4,3,37.20148640741674
752,19,8,37.20148640741674
753,8,4,37.20148640741674
754,9,17,37.20148640741674
755,12,14,36.34608133782436
756,9,18,36.34608133782436
757,1,15,36.34608133782436
758,4,8,36.34608133782436
759,18,15,36.34608133782436
760,1,16,57.261115301689
761,19,12,57.261115301689
762,18,3,57.261115301689
763,3,3,57.261115301689
764,1,19,57.261115301689
765,0,18,34.612092079808846
766,9,17,34.612092079808846
767,2,17,34.612092079808846
768,18,10,34.612092079808846
769,19,11,34.612092079808846
770,0,14,24.413406910301624
771,3,4,24.413406910301624
772,2,11,24.413406910301624
773,2,3,24.413406910301624
774,0,15,24.413406910301624
775,4,1,44.52682692360938
776,11,3,44.52682692360938
777,7,7,44.52682692360938
778,0,19,44.52682692360938
779,11,3,44.52682692360938
780,10,13,36.10166173946726
781,18,6,36.10166173946726
782,11,5,36.10166173946726
783,17,15,36.10166173946726
784,4,1,36.10166173946726
785,10,18,33.528804674361844
786,0,15,33.528804674361844
787,19,12,33.528804674361844
788,10,13,33.528804674361844
789,8,16,33.528804674361844
790,7,3,46.20243379284189
791,3,8,46.20243379284189
792,0,0,46.20243379284189
793,19,6,46.20243379284189
794,18,0,46.20243379284189
795,7,17,36.6736043262762
796,12,4,36.6736043262762
797,8,17,36.6736043262762
798,15,0,36.6736043262762
799,13,9,36.6736043262762
800,0,5,38.277722629987714
801,3,1,38.277722629987714
802,1,14,38.277722629987714
803,3,10,38.277722629987714
804,11,14,38.277722629987714
805,10,3,40.12559489962984
806,0,19,40.12559489962984
807,8,2,40.12559489962984
808,4,1,40.12559489962984
809,0,4,40.12559489962984
810,4,16,43.81449397835098
811,4,9,43.81449397835098
812,10,5,43.81449397835098
813,3,2,43.81449397835098
814,2,5,43.81449397835098
815,12,15,41.31696253667294
816,4,0,41.31696253667294
817,8,3,41.31696253667294
818,8,18,41.31696253667294
819,3,0,41.31696253667294
820,16,15,42.445421110670154
821,19,4,42.445421110670154
822,18,1,42.445421110670154
823,9,2,42.445421110670154
824,5,12,42.445421110670154
825,7,3,43.846346734690286
826,16,2,43.846346734690286
827,18,13,43.846346734690286
828,8,19,43.846346734690286
829,18,17,43.846346734690286
830,18,1,29.921920767147157
831,9,2,29.921920767147157
832,18,14,29.921920767147157
833,12,12,29.921920767147157
834,15,0,29.921920767147157
835,1,14,61.08572829548052
836,17,2,61.08572829548052
837,19,3,61.08572829548052
838,19,17,61.08572829548052
839,18,0,61.08572829548052
840,17,2,39.72538562744254
841,8,17,39.72538562744254
842,19,7,39.72538562744254
843,5,4,39.72538562744254
844,8,19,39.72538562744254
845,5,10,43.75529787438499
846,12,8,43.75529787438499
847,18,16,43.75529787438499
848,3,2,43.75529787438499
849,0,12,43.75529787438499
850,16,8,45.44015076061819
851,6,17,45.44015076061819
852,0,18,45.44015076061819
853,19,16,45.44015076061819
854,4,18,45.44015076061819
855,2,9,21.954551178521825
856,3,10,21.954551178521825
857,1,15,21.954551178521825
858,6,9,21.954551178521825
859,1,15,21.954551178521825
860,8,0,39.06270697944834
861,17,16,39.06270697944834
862,8,1,39.06270697944834
863,2,11,39.06270697944834
864,18,0,39.06270697944834
865,8,19,40.21059150978456
866,1,13,40.21059150978456
867,14,0,40.21059150978456
868,11,16,40.21059150978456
869,7,12,40.21059150978456
870,11,13,31.43865027672848
871,8,16,31.43865027672848
872,6,17,31.43865027672848
873,9,0,31.43865027672848
874,8,19,31.43865027672848
875,6,17,49.58853103211525
876,4,2,49.58853103211525
877,2,18,49.58853103211525
878,15,0,49.58853103211525
879,1,15,49.58853103211525
880,16,12,45.570863854320564
881,16,4,45.570863854320564
882,18,4,45.570863854320564
883,1,14,45.570863854320564
884,4,2,45.570863854320564
885,3,12,42.47718517796057
886,13,8,42.47718517796057
887,1,6,42.47718517796057
888,13,0,42.47718517796057
889,9,17,42.47718517796057
890,19,18,52.62935271159802
891,1,17,52.62935271159802
892,5,3,52.62935271159802
893,18,11,52.62935271159802
894,7,13,52.62935271159802
895,19,19,37.97508979382147
896,7,7,37.97508979382147
897,5,12,37.97508979382147
898,16,12,37.97508979382147
899,6,9,37.97508979382147
900,13,10,34.769214116013984
901,17,11,34.769214116013984
902,6,16,34.769214116013984
903,4,10,34.769214116013984
904,17,4,34.769214116013984
905,15,15,45.600365556483936
906,10,1,45.600365556483936
907,13,9,45.600365556483936
908,0,17,45.600365556483936
909,18,2,45.600365556483936
910,15,7,26.500526371097447
911,16,12,26.500526371097447
912,8,12,26.500526371097447
913,8,17,26.500526371097447
914,17,15,26.500526371097447
915,19,15,36.3522440077614
916,18,3,36.3522440077614
917,12,9,36.3522440077614
918,19,5,36.3522440077614
919,5,2,36.3522440077614
920,14,8,40.779036720796384
921,17,3,40.779036720796384
922,8,14,40.779036720796384
923,17,11,40.779036720796384
924,0,19,40.779036720796384
925,10,13,44.24383632435989
926,18,18,44.24383632435989
927,19,7,44.24383632435989
928,19,6,44.24383632435989
929,0,18,44.24383632435989
930,1,4,46.217384353827924
931,19,11,46.217384353827924
932,10,14,46.217384353827924
933,6,3,46.217384353827924
934,10,18,46.217384353827924
935,19,0,53.94047954269487
936,1,17,53.94047954269487
937,4,12,53.94047954269487
938,4,18,53.94047954269487
939,16,6,53.94047954269487
940,8,0,42.73459407655541
941,19,12,42.73459407655541
942,19,3,42.73459407655541
943,18,13,42.73459407655541
944,4,10,42.73459407655541
945,1,17,42.022225688101756
946,5,4,42.022225688101756
947,8,17,42.022225688101756
948,10,15,42.022225688101756
949,9,4,42.022225688101756
950,19,4,57.375557032622
951,3,17,57.375557032622
952,2,18,57.375557032622
953,0,7,57.375557032622
954,9,0,57.375557032622
955,4,0,46.10560225168266
956,2,2,46.10560225168266
957,19,6,46.10560225168266
958,5,17,46.10560225168266
959,2,11,46.10560225168266
960,17,6,47.00496013769764
961,10,0,47.00496013769764
962,0,4,47.00496013769764
963,6,18,47.00496013769764
964,10,16,47.00496013769764
965,19,11,40.233642885654476
966,3,8,40.233642885654476
967,16,7,40.233642885654476
968,3,0,40.233642885654476
969,18,13,40.233642885654476
970,10,0,39.20585171757444
971,10,1,39.20585171757444
972,9,17,39.20585171757444
973,2,11,39.20585171757444
974,8,18,39.20585171757444
975,17,11,33.14809418126923
976,9,16,33.14809418126923
977,5,1,33.14809418126923
978,13,8,33.14809418126923
979,8,2,33.14809418126923
980,7,12,43.774527869114316
981,0,4,43.774527869114316
982,11,11,43.774527869114316
983,18,4,43.774527869114316
984,2,18,43.774527869114316
985,12,4,29.202008840477486
986,19,12,29.202008840477486
987,10,3,29.202008840477486
988,9,3,29.202008840477486
989,10,17,29.202008840477486
990,10,18,41.70172602450126
991,4,2,41.70172602450126
992,10,18,41.70172602450126
993,0,13,41.70172602450126
994,1,19,41.70172602450126
995,4,1,39.096849570609166
996,19,7,39.096849570609166
997,7,12,39.096849570609166
